input,output,text
possibility,possibilité,"Input: possibility Answer: possibilité
"
journey,voyage,"Input: journey Answer: voyage
"
freedom,liberté,"Input: freedom Answer: liberté
"
drug,drogue,"Input: drug Answer: drogue
"
generation,génération,"Input: generation Answer: génération
"
replacement,remplaçant,"Input: replacement Answer: remplaçant
"
downtown,centre-ville,"Input: downtown Answer: centre-ville
"
assistance,assistance,"Input: assistance Answer: assistance
"
destruction,destruction,"Input: destruction Answer: destruction
"
youth,jeunesse,"Input: youth Answer: jeunesse
"
medal,médaille,"Input: medal Answer: médaille
"
task,tâche,"Input: task Answer: tâche
"
block,bloc,"Input: block Answer: bloc
"
guard,garde,"Input: guard Answer: garde
"
regiment,régiment,"Input: regiment Answer: régiment
"
chorus,chœur,"Input: chorus Answer: chœur
"
hip,hanche,"Input: hip Answer: hanche
"
establishment,établissement,"Input: establishment Answer: établissement
"
store,entrepôt,"Input: store Answer: entrepôt
"
completion,achèvement,"Input: completion Answer: achèvement
"
origin,origine,"Input: origin Answer: origine
"
responsibility,responsabilité,"Input: responsibility Answer: responsabilité
"
warning,avertir,"Input: warning Answer: avertir
"
skin,peau,"Input: skin Answer: peau
"
page,page,"Input: page Answer: page
"
province,province,"Input: province Answer: province
"
glass,verre,"Input: glass Answer: verre
"
path,chemin,"Input: path Answer: chemin
"
passage,passage,"Input: passage Answer: passage
"
counter,compteur,"Input: counter Answer: compteur
"
breed,race,"Input: breed Answer: race
"
association,association,"Input: association Answer: association
"
cruiser,croiseur,"Input: cruiser Answer: croiseur
"
climate,climat,"Input: climate Answer: climat
"
corner,coin,"Input: corner Answer: coin
"
classification,classification,"Input: classification Answer: classification
"
vehicle,véhicule,"Input: vehicle Answer: véhicule
"
reality,réalité,"Input: reality Answer: réalité
"
picture,cinéma,"Input: picture Answer: cinéma
"
memory,mémoire,"Input: memory Answer: mémoire
"
segment,segment,"Input: segment Answer: segment
"
bar,barre,"Input: bar Answer: barre
"
touchdown,touchdown,"Input: touchdown Answer: touchdown
"
difficulty,difficulté,"Input: difficulty Answer: difficulté
"
flow,écoulement,"Input: flow Answer: écoulement
"
basketball,basket-ball,"Input: basketball Answer: basket-ball
"
cavalry,cavalerie,"Input: cavalry Answer: cavalerie
"
discovery,découverte,"Input: discovery Answer: découverte
"
inspiration,inspiration,"Input: inspiration Answer: inspiration
"
anniversary,anniversaire,"Input: anniversary Answer: anniversaire
"
funding,financement,"Input: funding Answer: financement
"
spoke,rayon,"Input: spoke Answer: rayon
"
penalty,penalisation,"Input: penalty Answer: penalisation
"
pitch,tangage,"Input: pitch Answer: tangage
"
batting,ouate,"Input: batting Answer: ouate
"
pattern,patron,"Input: pattern Answer: patron
"
heat,chaleur,"Input: heat Answer: chaleur
"
commission,commission,"Input: commission Answer: commission
"
strategy,stratégie,"Input: strategy Answer: stratégie
"
documentary,documentaire,"Input: documentary Answer: documentaire
"
cap,bonnet,"Input: cap Answer: bonnet
"
architecture,architecture,"Input: architecture Answer: architecture
"
involvement,implication,"Input: involvement Answer: implication
"
category,catégorie,"Input: category Answer: catégorie
"
contest,concours,"Input: contest Answer: concours
"
plane,avion,"Input: plane Answer: avion
"
minister,pasteur,"Input: minister Answer: pasteur
"
adaptation,adaptation,"Input: adaptation Answer: adaptation
"
champion,champion,"Input: champion Answer: champion
"
scheme,schéma,"Input: scheme Answer: schéma
"
library,bibliothèque,"Input: library Answer: bibliothèque
"
sale,vente,"Input: sale Answer: vente
"
fit,crise,"Input: fit Answer: crise
"
fighter,chasseur,"Input: fighter Answer: chasseur
"
rival,rival,"Input: rival Answer: rival
"
passenger,passager,"Input: passenger Answer: passager
"
partner,partenaire,"Input: partner Answer: partenaire
"
reviewer,relecteur,"Input: reviewer Answer: relecteur
"
submarine,sous-marin,"Input: submarine Answer: sous-marin
"
absence,absence,"Input: absence Answer: absence
"
door,porte,"Input: door Answer: porte
"
engineer,ingénieur,"Input: engineer Answer: ingénieur
"
airport,aéroport,"Input: airport Answer: aéroport
"
interior,intérieur,"Input: interior Answer: intérieur
"
behavior,comportement,"Input: behavior Answer: comportement
"
respect,respect,"Input: respect Answer: respect
"
conclusion,conclusion,"Input: conclusion Answer: conclusion
"
acid,acide,"Input: acid Answer: acide
"
facility,facilité,"Input: facility Answer: facilité
"
retirement,retraite,"Input: retirement Answer: retraite
"
colony,colonie,"Input: colony Answer: colonie
"
fashion,mode,"Input: fashion Answer: mode
"
legislation,loi,"Input: legislation Answer: loi
"
favor,faveur,"Input: favor Answer: faveur
"
kingdom,royaume,"Input: kingdom Answer: royaume
"
credit,crédit,"Input: credit Answer: crédit
"
rescue,sauvetage,"Input: rescue Answer: sauvetage
"
farm,ferme,"Input: farm Answer: ferme
"
crash,descente,"Input: crash Answer: descente
"
battleship,cuirassé,"Input: battleship Answer: cuirassé
"
habitat,habitat,"Input: habitat Answer: habitat
"
hop,houblon,"Input: hop Answer: houblon
"
judge,juge,"Input: judge Answer: juge
"
chairman,secrétaire général,"Input: chairman Answer: secrétaire général
"
outbreak,irruption,"Input: outbreak Answer: irruption
"
arrangement,arrangement,"Input: arrangement Answer: arrangement
"
sport,flirt,"Input: sport Answer: flirt
"
dog,chien,"Input: dog Answer: chien
"
step,pas,"Input: step Answer: pas
"
fruit,fruit,"Input: fruit Answer: fruit
"
grade,mention,"Input: grade Answer: mention
"
emergency,urgences,"Input: emergency Answer: urgences
"
limit,limite,"Input: limit Answer: limite
"
cancer,cancer,"Input: cancer Answer: cancer
"
shark,requin,"Input: shark Answer: requin
"
festival,festival,"Input: festival Answer: festival
"
siege,siège,"Input: siege Answer: siège
"
successor,successeur,"Input: successor Answer: successeur
"
narrative,récit,"Input: narrative Answer: récit
"
cycle,cycle,"Input: cycle Answer: cycle
"
hill,colline,"Input: hill Answer: colline
"
belt,ceinture,"Input: belt Answer: ceinture
"
journalist,journaliste,"Input: journalist Answer: journaliste
"
concern,importance,"Input: concern Answer: importance
"
object,objet,"Input: object Answer: objet
"
childhood,enfance,"Input: childhood Answer: enfance
"
conduct,comportement,"Input: conduct Answer: comportement
"
hunting,chasse,"Input: hunting Answer: chasse
"
ride,bagnole,"Input: ride Answer: bagnole
"
talk,conversation,"Input: talk Answer: conversation
"
chapter,branche,"Input: chapter Answer: branche
"
footage,pellicule enregistrée,"Input: footage Answer: pellicule enregistrée
"
exception,exception,"Input: exception Answer: exception
"
difference,différence,"Input: difference Answer: différence
"
arm,bras,"Input: arm Answer: bras
"
device,appareil,"Input: device Answer: appareil
"
animation,animation,"Input: animation Answer: animation
"
poet,poète,"Input: poet Answer: poète
"
brain,cerveau,"Input: brain Answer: cerveau
"
stock,jas,"Input: stock Answer: jas
"
chain,chaîne,"Input: chain Answer: chaîne
"
retreat,retraite,"Input: retreat Answer: retraite
"
poetry,poésie,"Input: poetry Answer: poésie
"
format,format,"Input: format Answer: format
"
universe,univers,"Input: universe Answer: univers
"
shell,coquille,"Input: shell Answer: coquille
"
union,union,"Input: union Answer: union
"
convoy,convoi,"Input: convoy Answer: convoi
"
afternoon,après-midi,"Input: afternoon Answer: après-midi
"
belief,croyance,"Input: belief Answer: croyance
"
valley,vallée,"Input: valley Answer: vallée
"
driver,conducteur,"Input: driver Answer: conducteur
"
suit,enseigne,"Input: suit Answer: enseigne
"
diameter,diamètre,"Input: diameter Answer: diamètre
"
convention,convention,"Input: convention Answer: convention
"
founder,fondateur,"Input: founder Answer: fondateur
"
hero,héros,"Input: hero Answer: héros
"
code,code,"Input: code Answer: code
"
crisis,crise,"Input: crisis Answer: crise
"
engineering,ingénierie,"Input: engineering Answer: ingénierie
"
designer,designer,"Input: designer Answer: designer
"
reform,réforme,"Input: reform Answer: réforme
"
fear,crainte,"Input: fear Answer: crainte
"
technique,technique,"Input: technique Answer: technique
"
weekend,fin de semaine,"Input: weekend Answer: fin de semaine
"
mix,mélange,"Input: mix Answer: mélange
"
tone,ton,"Input: tone Answer: ton
"
permission,permission,"Input: permission Answer: permission
"
advice,conseil,"Input: advice Answer: conseil
"
maintenance,entretien,"Input: maintenance Answer: entretien
"
weapon,arme,"Input: weapon Answer: arme
"
factor,facteur,"Input: factor Answer: facteur
"
vice,vice,"Input: vice Answer: vice
"
address,discours,"Input: address Answer: discours
"
verse,verset,"Input: verse Answer: verset
"
bus,autobus,"Input: bus Answer: autobus
"
window,fenêtre,"Input: window Answer: fenêtre
"
personality,personnalité,"Input: personality Answer: personnalité
"
squad,escouade,"Input: squad Answer: escouade
"
mainstream,courant principal,"Input: mainstream Answer: courant principal
"
chemical,produit chimique,"Input: chemical Answer: produit chimique
"
spirit,esprit,"Input: spirit Answer: esprit
"
vision,vision,"Input: vision Answer: vision
"
hockey,hockey sur gazon,"Input: hockey Answer: hockey sur gazon
"
channel,chaîne,"Input: channel Answer: chaîne
"
carbon,carbone,"Input: carbon Answer: carbone
"
drawing,dessin,"Input: drawing Answer: dessin
"
dynasty,dynastie,"Input: dynasty Answer: dynastie
"
approval,approbation,"Input: approval Answer: approbation
"
housing,logement,"Input: housing Answer: logement
"
card,carte,"Input: card Answer: carte
"
intention,intention,"Input: intention Answer: intention
"
creator,créateur,"Input: creator Answer: créateur
"
symbol,symbole,"Input: symbol Answer: symbole
"
tribute,hommage,"Input: tribute Answer: hommage
"
collapse,effondrement,"Input: collapse Answer: effondrement
"
protagonist,protagoniste,"Input: protagonist Answer: protagoniste
"
link,lien,"Input: link Answer: lien
"
folk,peuple,"Input: folk Answer: peuple
"
tie,liaison de prolongation,"Input: tie Answer: liaison de prolongation
"
designation,appellation,"Input: designation Answer: appellation
"
load,charge,"Input: load Answer: charge
"
appointment,rendez-vous,"Input: appointment Answer: rendez-vous
"
possession,possession,"Input: possession Answer: possession
"
occupation,occupation,"Input: occupation Answer: occupation
"
suicide,suicide,"Input: suicide Answer: suicide
"
dispute,dispute,"Input: dispute Answer: dispute
"
survey,enquête,"Input: survey Answer: enquête
"
canal,canal,"Input: canal Answer: canal
"
benefit,avantage,"Input: benefit Answer: avantage
"
struggle,lutte,"Input: struggle Answer: lutte
"
fishing,pêche,"Input: fishing Answer: pêche
"
soil,terre,"Input: soil Answer: terre
"
balance,balance,"Input: balance Answer: balance
"
schedule,planning,"Input: schedule Answer: planning
"
column,colonne,"Input: column Answer: colonne
"
teacher,professeur,"Input: teacher Answer: professeur
"
brand,marque,"Input: brand Answer: marque
"
evolution,évolution,"Input: evolution Answer: évolution
"
wedding,mariage,"Input: wedding Answer: mariage
"
cent,centime,"Input: cent Answer: centime
"
earth,terre,"Input: earth Answer: terre
"
alignment,alliance,"Input: alignment Answer: alliance
"
faith,foi,"Input: faith Answer: foi
"
concrete,béton,"Input: concrete Answer: béton
"
shear,cisailles,"Input: shear Answer: cisailles
"
map,plan,"Input: map Answer: plan
"
opponent,adversaire,"Input: opponent Answer: adversaire
"
foundation,fondation,"Input: foundation Answer: fondation
"
copy,copie,"Input: copy Answer: copie
"
percentage,pourcentage,"Input: percentage Answer: pourcentage
"
argument,argument,"Input: argument Answer: argument
"
closing,clôture,"Input: closing Answer: clôture
"
ammunition,balle,"Input: ammunition Answer: balle
"
arrest,arrestation,"Input: arrest Answer: arrestation
"
resolution,résolution,"Input: resolution Answer: résolution
"
disaster,désastre,"Input: disaster Answer: désastre
"
attendance,présence,"Input: attendance Answer: présence
"
household,foyer,"Input: household Answer: foyer
"
restaurant,restaurant,"Input: restaurant Answer: restaurant
"
honour,honneur,"Input: honour Answer: honneur
"
junction,jonction,"Input: junction Answer: jonction
"
funeral,funérailles,"Input: funeral Answer: funérailles
"
affair,aventure,"Input: affair Answer: aventure
"
compilation,compilation,"Input: compilation Answer: compilation
"
exit,sortie,"Input: exit Answer: sortie
"
statue,statue,"Input: statue Answer: statue
"
explosion,explosion,"Input: explosion Answer: explosion
"
professor,professeur,"Input: professor Answer: professeur
"
oxygen,oxygène,"Input: oxygen Answer: oxygène
"
collaboration,collaboration,"Input: collaboration Answer: collaboration
"
sector,secteur,"Input: sector Answer: secteur
"
tunnel,tunnel,"Input: tunnel Answer: tunnel
"
pain,douleur,"Input: pain Answer: douleur
"
entertainment,divertissement,"Input: entertainment Answer: divertissement
"
residence,résidence,"Input: residence Answer: résidence
"
preparation,préparation,"Input: preparation Answer: préparation
"
alliance,alliance,"Input: alliance Answer: alliance
"
orbit,orbite,"Input: orbit Answer: orbite
"
restoration,restauration,"Input: restoration Answer: restauration
"
detail,détail,"Input: detail Answer: détail
"
coverage,couverture,"Input: coverage Answer: couverture
"
wear,usure,"Input: wear Answer: usure
"
partnership,partenariat,"Input: partnership Answer: partenariat
"
horror,horreur,"Input: horror Answer: horreur
"
option,choix,"Input: option Answer: choix
"
racing,course,"Input: racing Answer: course
"
communication,communication,"Input: communication Answer: communication
"
neck,cou,"Input: neck Answer: cou
"
engagement,fiançailles,"Input: engagement Answer: fiançailles
"
walk,but-sur-balles,"Input: walk Answer: but-sur-balles
"
repair,réparation,"Input: repair Answer: réparation
"
ownership,possession,"Input: ownership Answer: possession
"
perspective,perspective,"Input: perspective Answer: perspective
"
cargo,cargaison,"Input: cargo Answer: cargaison
"
bear,ours,"Input: bear Answer: ours
"
solution,solution,"Input: solution Answer: solution
"
patrol,patrouille,"Input: patrol Answer: patrouille
"
boundary,frontière,"Input: boundary Answer: frontière
"
occasion,occasion,"Input: occasion Answer: occasion
"
militia,milice,"Input: militia Answer: milice
"
armament,armement,"Input: armament Answer: armement
"
bowling,bowling,"Input: bowling Answer: bowling
"
crown,couronne,"Input: crown Answer: couronne
"
comparison,comparaison,"Input: comparison Answer: comparaison
"
flagship,navire amiral,"Input: flagship Answer: navire amiral
"
jazz,jazz,"Input: jazz Answer: jazz
"
circuit,circuit,"Input: circuit Answer: circuit
"
bed,lit,"Input: bed Answer: lit
"
application,application,"Input: application Answer: application
"
pace,pas,"Input: pace Answer: pas
"
satellite,satellite,"Input: satellite Answer: satellite
"
truth,vérité,"Input: truth Answer: vérité
"
palace,palais,"Input: palace Answer: palais
"
storage,stockage,"Input: storage Answer: stockage
"
frame,image,"Input: frame Answer: image
"
flank,flanc,"Input: flank Answer: flanc
"
exhibition,exposition,"Input: exhibition Answer: exposition
"
monument,monument,"Input: monument Answer: monument
"
predecessor,précédent,"Input: predecessor Answer: précédent
"
surgery,chirurgie,"Input: surgery Answer: chirurgie
"
poll,sondage,"Input: poll Answer: sondage
"
philosophy,philosophie,"Input: philosophy Answer: philosophie
"
adventure,aventure,"Input: adventure Answer: aventure
"
apartment,appartements,"Input: apartment Answer: appartements
"
kick,coup de pied,"Input: kick Answer: coup de pied
"
dollar,dollar,"Input: dollar Answer: dollar
"
protest,manifestation,"Input: protest Answer: manifestation
"
layer,couche,"Input: layer Answer: couche
"
catch,hic,"Input: catch Answer: hic
"
gap,brèche,"Input: gap Answer: brèche
"
phone,téléphone,"Input: phone Answer: téléphone
"
context,contexte,"Input: context Answer: contexte
"
casting,moulage,"Input: casting Answer: moulage
"
protein,protéine,"Input: protein Answer: protéine
"
reconnaissance,reconnaissance,"Input: reconnaissance Answer: reconnaissance
"
spin,vrille,"Input: spin Answer: vrille
"
legacy,héritage,"Input: legacy Answer: héritage
"
drum,tambour,"Input: drum Answer: tambour
"
typhoon,typhon,"Input: typhoon Answer: typhon
"
justice,justice,"Input: justice Answer: justice
"
illness,maladie,"Input: illness Answer: maladie
"
merchant,marchand,"Input: merchant Answer: marchand
"
revenue,revenu,"Input: revenue Answer: revenu
"
bombing,bombardement,"Input: bombing Answer: bombardement
"
fund,fonds,"Input: fund Answer: fonds
"
console,console,"Input: console Answer: console
"
bow,arc,"Input: bow Answer: arc
"
definition,définition,"Input: definition Answer: définition
"
meat,viande,"Input: meat Answer: viande
"
guitarist,guitariste,"Input: guitarist Answer: guitariste
"
marketing,mercatique,"Input: marketing Answer: mercatique
"
ruling,décision,"Input: ruling Answer: décision
"
factory,usine,"Input: factory Answer: usine
"
profile,profil,"Input: profile Answer: profil
"
print,empreinte,"Input: print Answer: empreinte
"
mining,extraction minière,"Input: mining Answer: extraction minière
"
bonus,boni,"Input: bonus Answer: boni
"
theater,théâtre,"Input: theater Answer: théâtre
"
signal,signal,"Input: signal Answer: signal
"
clothing,vêtements,"Input: clothing Answer: vêtements
"
coin,jeton,"Input: coin Answer: jeton
"
pit,noyau,"Input: pit Answer: noyau
"
strip,bande,"Input: strip Answer: bande
"
flood,inondation,"Input: flood Answer: inondation
"
dress,tenue,"Input: dress Answer: tenue
"
triple,triple,"Input: triple Answer: triple
"
punk,punk,"Input: punk Answer: punk
"
organ,orgue,"Input: organ Answer: orgue
"
architect,architecte,"Input: architect Answer: architecte
"
legislature,corps législatif,"Input: legislature Answer: corps législatif
"
musician,musicien,"Input: musician Answer: musicien
"
diet,régime,"Input: diet Answer: régime
"
concentration,concentration,"Input: concentration Answer: concentration
"
aftermath,regain,"Input: aftermath Answer: regain
"
baby,bébé,"Input: baby Answer: bébé
"
danger,danger,"Input: danger Answer: danger
"
wrestling,lutte,"Input: wrestling Answer: lutte
"
string,corde,"Input: string Answer: corde
"
meter,mètre,"Input: meter Answer: mètre
"
sub,sandwich sous-marin,"Input: sub Answer: sandwich sous-marin
"
removal,enlèvement,"Input: removal Answer: enlèvement
"
interpretation,interprétation,"Input: interpretation Answer: interprétation
"
venue,lieu,"Input: venue Answer: lieu
"
cult,culte,"Input: cult Answer: culte
"
encounter,rencontre,"Input: encounter Answer: rencontre
"
remix,remix,"Input: remix Answer: remix
"
rebellion,rébellion,"Input: rebellion Answer: rébellion
"
panel,panneau,"Input: panel Answer: panneau
"
announcement,annonce,"Input: announcement Answer: annonce
"
soldier,soldat,"Input: soldier Answer: soldat
"
fantasy,fantasme,"Input: fantasy Answer: fantasme
"
discussion,discussion,"Input: discussion Answer: discussion
"
behaviour,comportement,"Input: behaviour Answer: comportement
"
loan,emprunt,"Input: loan Answer: emprunt
"
roll,rouleau,"Input: roll Answer: rouleau
"
aspect,aspect,"Input: aspect Answer: aspect
"
talent,talent,"Input: talent Answer: talent
"
landscape,paysage,"Input: landscape Answer: paysage
"
withdrawal,retrait,"Input: withdrawal Answer: retrait
"
angle,angle,"Input: angle Answer: angle
"
margin,marge,"Input: margin Answer: marge
"
circle,disque,"Input: circle Answer: disque
"
trouble,peine,"Input: trouble Answer: peine
"
exposure,exposition,"Input: exposure Answer: exposition
"
specimen,exemple,"Input: specimen Answer: exemple
"
density,densité,"Input: density Answer: densité
"
pool,piscine,"Input: pool Answer: piscine
"
constitution,constitution,"Input: constitution Answer: constitution
"
beam,age,"Input: beam Answer: age
"
shift,décalage,"Input: shift Answer: décalage
"
duo,duo,"Input: duo Answer: duo
"
membership,adhésion,"Input: membership Answer: adhésion
"
loop,boucle,"Input: loop Answer: boucle
"
plate,planche,"Input: plate Answer: planche
"
magic,magie,"Input: magic Answer: magie
"
expression,expression,"Input: expression Answer: expression
"
skull,crâne,"Input: skull Answer: crâne
"
emphasis,accent,"Input: emphasis Answer: accent
"
alcohol,alcool,"Input: alcohol Answer: alcool
"
exercise,exercice,"Input: exercise Answer: exercice
"
basin,bassin,"Input: basin Answer: bassin
"
prize,prix,"Input: prize Answer: prix
"
sole,semelle,"Input: sole Answer: semelle
"
bid,enchère,"Input: bid Answer: enchère
"
advertising,publicité,"Input: advertising Answer: publicité
"
regime,régime,"Input: regime Answer: régime
"
birthday,anniversaire,"Input: birthday Answer: anniversaire
"
delay,délai,"Input: delay Answer: délai
"
employment,emploi,"Input: employment Answer: emploi
"
attitude,posture,"Input: attitude Answer: posture
"
hydrogen,hydrogène,"Input: hydrogen Answer: hydrogène
"
software,logiciel,"Input: software Answer: logiciel
"
translation,traduction,"Input: translation Answer: traduction
"
cousin,cousin,"Input: cousin Answer: cousin
"
swimming,natation,"Input: swimming Answer: natation
"
lawyer,juriste,"Input: lawyer Answer: juriste
"
execution,exécution,"Input: execution Answer: exécution
"
terrain,terrain,"Input: terrain Answer: terrain
"
electricity,électricité,"Input: electricity Answer: électricité
"
duration,durée,"Input: duration Answer: durée
"
tenure,tenure,"Input: tenure Answer: tenure
"
dream,rêve,"Input: dream Answer: rêve
"
succession,succession,"Input: succession Answer: succession
"
bone,os,"Input: bone Answer: os
"
rhythm,rythme,"Input: rhythm Answer: rythme
"
shop,boutique,"Input: shop Answer: boutique
"
publisher,éditeur,"Input: publisher Answer: éditeur
"
component,composant,"Input: component Answer: composant
"
parliament,parlement,"Input: parliament Answer: parlement
"
sun,soleil,"Input: sun Answer: soleil
"
precipitation,précipitation,"Input: precipitation Answer: précipitation
"
slavery,esclavage,"Input: slavery Answer: esclavage
"
tube,boîte,"Input: tube Answer: boîte
"
radiation,radiation,"Input: radiation Answer: radiation
"
virus,virus informatique,"Input: virus Answer: virus informatique
"
contribution,contribution,"Input: contribution Answer: contribution
"
earthquake,tremblement de terre,"Input: earthquake Answer: tremblement de terre
"
scholar,savant,"Input: scholar Answer: savant
"
songwriter,auteur-compositeur,"Input: songwriter Answer: auteur-compositeur
"
debt,dette,"Input: debt Answer: dette
"
ticket,billet,"Input: ticket Answer: billet
"
frequency,fréquence,"Input: frequency Answer: fréquence
"
coat,couche,"Input: coat Answer: couche
"
destroyer,destructeur,"Input: destroyer Answer: destructeur
"
improvement,amélioration,"Input: improvement Answer: amélioration
"
doctor,médecin,"Input: doctor Answer: médecin
"
profit,profit,"Input: profit Answer: profit
"
trust,confiance,"Input: trust Answer: confiance
"
ballad,ballade,"Input: ballad Answer: ballade
"
bay,laurier,"Input: bay Answer: laurier
"
investment,investissement,"Input: investment Answer: investissement
"
cannon,canon,"Input: cannon Answer: canon
"
voting,votation,"Input: voting Answer: votation
"
trough,gouttière,"Input: trough Answer: gouttière
"
photography,photographie,"Input: photography Answer: photographie
"
parody,parodie,"Input: parody Answer: parodie
"
phrase,expression,"Input: phrase Answer: expression
"
trail,piste,"Input: trail Answer: piste
"
reduction,réduction,"Input: reduction Answer: réduction
"
ruler,dirigeant,"Input: ruler Answer: dirigeant
"
confidence,confidence,"Input: confidence Answer: confidence
"
shoulder,épaule,"Input: shoulder Answer: épaule
"
survival,survie,"Input: survival Answer: survie
"
signature,signature,"Input: signature Answer: signature
"
communist,communiste,"Input: communist Answer: communiste
"
uranium,uranium,"Input: uranium Answer: uranium
"
melody,mélodie,"Input: melody Answer: mélodie
"
copper,cuivré,"Input: copper Answer: cuivré
"
wish,souhait,"Input: wish Answer: souhait
"
minority,minorité,"Input: minority Answer: minorité
"
document,document,"Input: document Answer: document
"
instrument,acte,"Input: instrument Answer: acte
"
tip,décharge,"Input: tip Answer: décharge
"
escort,escorte,"Input: escort Answer: escorte
"
programming,programmation,"Input: programming Answer: programmation
"
conservation,défense,"Input: conservation Answer: défense
"
sky,ciel,"Input: sky Answer: ciel
"
representation,représentation,"Input: representation Answer: représentation
"
magnitude,magnitude,"Input: magnitude Answer: magnitude
"
hole,trou,"Input: hole Answer: trou
"
prisoner,prisonnier,"Input: prisoner Answer: prisonnier
"
autumn,automne,"Input: autumn Answer: automne
"
stream,flot,"Input: stream Answer: flot
"
abuse,abus,"Input: abuse Answer: abus
"
chair,chaise,"Input: chair Answer: chaise
"
sample,échantillon,"Input: sample Answer: échantillon
"
warfare,guerre,"Input: warfare Answer: guerre
"
rivalry,rivalité,"Input: rivalry Answer: rivalité
"
biographer,biographe,"Input: biographer Answer: biographe
"
waste,dégradation,"Input: waste Answer: dégradation
"
experiment,expérience,"Input: experiment Answer: expérience
"
guide,guide,"Input: guide Answer: guide
"
medicine,médecine,"Input: medicine Answer: médecine
"
participation,participation,"Input: participation Answer: participation
"
slave,esclave,"Input: slave Answer: esclave
"
transportation,transport,"Input: transportation Answer: transport
"
liquid,liquide,"Input: liquid Answer: liquide
"
institution,institution,"Input: institution Answer: institution
"
parent,parent,"Input: parent Answer: parent
"
salary,salaire,"Input: salary Answer: salaire
"
recovery,récupération,"Input: recovery Answer: récupération
"
count,compte,"Input: count Answer: compte
"
doubt,doute,"Input: doubt Answer: doute
"
revolution,révolution,"Input: revolution Answer: révolution
"
cinema,cinéma,"Input: cinema Answer: cinéma
"
cloud,nuage,"Input: cloud Answer: nuage
"
drummer,batteur,"Input: drummer Answer: batteur
"
cabinet,cabinet,"Input: cabinet Answer: cabinet
"
significance,importance signification,"Input: significance Answer: importance signification
"
neighborhood,voisinage,"Input: neighborhood Answer: voisinage
"
compound,complexe,"Input: compound Answer: complexe
"
legend,légende,"Input: legend Answer: légende
"
jump,saut,"Input: jump Answer: saut
"
inclusion,inclusion,"Input: inclusion Answer: inclusion
"
tale,conte,"Input: tale Answer: conte
"
wealth,richesse,"Input: wealth Answer: richesse
"
mate,copain,"Input: mate Answer: copain
"
ratio,rapport,"Input: ratio Answer: rapport
"
journal,revue,"Input: journal Answer: revue
"
grandfather,grand-père,"Input: grandfather Answer: grand-père
"
throw,jet,"Input: throw Answer: jet
"
summit,sommet,"Input: summit Answer: sommet
"
descent,origine,"Input: descent Answer: origine
"
gender,genre,"Input: gender Answer: genre
"
sentence,phrase,"Input: sentence Answer: phrase
"
beauty,beauté,"Input: beauty Answer: beauté
"
beating,battage,"Input: beating Answer: battage
"
heritage,héritage,"Input: heritage Answer: héritage
"
altitude,altitude,"Input: altitude Answer: altitude
"
trend,tendance,"Input: trend Answer: tendance
"
presentation,exposé,"Input: presentation Answer: exposé
"
agriculture,agriculture,"Input: agriculture Answer: agriculture
"
resident,résident,"Input: resident Answer: résident
"
sailing,navigation la voile,"Input: sailing Answer: navigation la voile
"
intervention,intervention,"Input: intervention Answer: intervention
"
fame,gloire,"Input: fame Answer: gloire
"
tribe,tribu,"Input: tribe Answer: tribu
"
mythology,mythologie,"Input: mythology Answer: mythologie
"
wine,vin,"Input: wine Answer: vin
"
confusion,confusion,"Input: confusion Answer: confusion
"
error,erreur,"Input: error Answer: erreur
"
answer,réponse,"Input: answer Answer: réponse
"
victim,victime,"Input: victim Answer: victime
"
fate,destin,"Input: fate Answer: destin
"
sight,vue,"Input: sight Answer: vue
"
jurisdiction,juridiction,"Input: jurisdiction Answer: juridiction
"
knee,genou,"Input: knee Answer: genou
"
observation,observation,"Input: observation Answer: observation
"
interaction,interaction,"Input: interaction Answer: interaction
"
voyage,voyage,"Input: voyage Answer: voyage
"
girlfriend,amie,"Input: girlfriend Answer: amie
"
principle,principe,"Input: principle Answer: principe
"
demo,démo,"Input: demo Answer: démo
"
fossil,fossile,"Input: fossil Answer: fossile
"
streak,mite,"Input: streak Answer: mite
"
lifetime,éternité,"Input: lifetime Answer: éternité
"
infrastructure,infrastructure,"Input: infrastructure Answer: infrastructure
"
fee,honoraires,"Input: fee Answer: honoraires
"
gift,don,"Input: gift Answer: don
"
variation,variation,"Input: variation Answer: variation
"
tension,tension,"Input: tension Answer: tension
"
tag,balise,"Input: tag Answer: balise
"
impression,impression,"Input: impression Answer: impression
"
pack,meute,"Input: pack Answer: meute
"
shock,choc,"Input: shock Answer: choc
"
tape,ruban adhésif,"Input: tape Answer: ruban adhésif
"
stretch,étirement,"Input: stretch Answer: étirement
"
divorce,divorce,"Input: divorce Answer: divorce
"
motor,moteur,"Input: motor Answer: moteur
"
inning,manche,"Input: inning Answer: manche
"
pursuit,poursuite,"Input: pursuit Answer: poursuite
"
fortress,forteresse,"Input: fortress Answer: forteresse
"
manuscript,manuscrit,"Input: manuscript Answer: manuscrit
"
teammate,coéquipier,"Input: teammate Answer: coéquipier
"
gate,porte logique,"Input: gate Answer: porte logique
"
dinner,dîner,"Input: dinner Answer: dîner
"
span,empan,"Input: span Answer: empan
"
bypass,contournement,"Input: bypass Answer: contournement
"
chemistry,chimie,"Input: chemistry Answer: chimie
"
handling,manipulation,"Input: handling Answer: manipulation
"
guy,hauban,"Input: guy Answer: hauban
"
mixture,mélange,"Input: mixture Answer: mélange
"
